# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
Kepler-462 b,Kepler-462,1,2,Transit,2016,84.68660000,3.000,53.90000,Mass,0.042000,,7500.00,1.57,1.59,0.050,[Fe/H],596.6250000
Kepler-462 c,Kepler-462,1,2,Transit,2020,207.62000000,4.000,6.00000,Mass,0.110000,,7500.00,1.57,1.59,0.050,[Fe/H],596.6250000
Kepler-463 b,Kepler-463,1,1,Transit,2016,8.98101683,3.050,9.53000,M-R relationship,0.000000,,5661.00,0.90,0.87,-0.280,[Fe/H],394.8040000
Kepler-464 b,Kepler-464,1,1,Transit,2016,7.25696522,3.300,10.90000,M-R relationship,0.000000,,5933.00,1.59,1.21,0.190,[Fe/H],667.6040000
Kepler-465 b,Kepler-465,1,1,Transit,2016,9.94067247,2.950,9.01000,M-R relationship,0.000000,,6310.00,1.29,1.23,0.090,[Fe/H],553.0770000
Kepler-466 b,Kepler-466,1,2,Transit,2016,51.07926307,2.850,8.50000,M-R relationship,0.000000,,5927.00,1.05,1.04,-0.010,[Fe/H],530.1220000
Kepler-466 c,Kepler-466,1,2,Transit,2016,3.70921385,1.250,2.10000,M-R relationship,0.000000,,5927.00,1.05,1.04,-0.010,[Fe/H],530.1220000
Kepler-467 b,Kepler-467,1,1,Transit,2016,24.99324193,2.250,5.69000,M-R relationship,0.000000,,5809.00,1.37,1.05,0.060,[Fe/H],466.2650000
Kepler-468 b,Kepler-468,1,1,Transit,2016,38.47875707,13.340,,Msini,0.000000,,5498.00,0.87,0.96,0.100,[Fe/H],442.8710000
Kepler-47 b,Kepler-47,2,3,Transit,2012,49.46430000,3.050,2.07000,Mass,0.021000,,5636.00,0.94,0.96,-0.250,[m/H],1025.0200000
Kepler-47 c,Kepler-47,2,3,Transit,2012,303.22700000,4.650,3.17000,Mass,0.044000,,5636.00,0.94,0.96,-0.250,[m/H],1025.0200000
Kepler-47 d,Kepler-47,2,3,Transit,2019,187.36600000,7.040,19.02000,Mass,0.024000,,5636.00,0.94,0.96,-0.043,[M/H],1025.0200000
Kepler-470 b,Kepler-470,1,1,Transit,2016,24.66919569,14.440,35600.00000,M-R relationship,0.000000,,6613.00,1.66,1.40,0.040,[Fe/H],929.8110000
Kepler-471 b,Kepler-471,1,1,Transit,2016,5.01423457,14.960,37000.00000,M-R relationship,0.000000,,6733.00,1.80,1.49,0.070,[Fe/H],1249.4100000
Kepler-472 b,Kepler-472,1,1,Transit,2016,4.17625551,3.220,10.50000,M-R relationship,0.000000,,4996.00,0.78,0.85,0.160,[Fe/H],306.6020000
Kepler-473 b,Kepler-473,1,1,Transit,2016,14.55731705,4.080,15.60000,M-R relationship,0.000000,,5816.00,1.34,1.06,0.120,[Fe/H],905.9370000
Kepler-474 b,Kepler-474,1,1,Transit,2016,5.66067294,3.060,9.59000,M-R relationship,0.000000,,5785.00,1.08,0.99,-0.010,[Fe/H],841.4960000
Kepler-475 b,Kepler-475,1,1,Transit,2016,3.10550819,2.490,6.76000,M-R relationship,0.000000,,5009.00,0.79,0.86,0.210,[Fe/H],280.0690000
Kepler-476 b,Kepler-476,1,1,Transit,2016,14.00640607,3.080,9.69000,M-R relationship,0.000000,,5837.00,1.09,1.03,0.040,[Fe/H],813.5350000
Kepler-477 b,Kepler-477,2,1,Transit,2016,11.11990653,2.070,4.94000,M-R relationship,0.000000,,5240.00,0.79,0.87,-0.040,[Fe/H],367.0000000
Kepler-478 b,Kepler-478,1,1,Transit,2016,13.22175760,2.710,7.80000,M-R relationship,0.000000,,5210.00,0.80,0.85,-0.030,[Fe/H],420.0000000
Kepler-479 b,Kepler-479,1,1,Transit,2016,12.49341307,2.120,5.14000,M-R relationship,0.000000,,5247.00,0.81,0.86,-0.020,[Fe/H],344.9010000
Kepler-48 b,Kepler-48,1,4,Transit,2012,4.77800000,1.880,3.94000,Mass,0.000000,,5194.00,0.89,0.88,0.170,[Fe/H],306.7380000
Kepler-48 c,Kepler-48,1,4,Transit,2012,9.67395000,2.710,14.61000,Mass,0.000000,,5194.00,0.89,0.88,0.170,[Fe/H],306.7380000
Kepler-48 d,Kepler-48,1,4,Transit,2014,42.89610000,2.040,7.93000,Mass,0.000000,,5194.00,0.89,0.88,0.170,[Fe/H],306.7380000
Kepler-48 e,Kepler-48,1,4,Radial Velocity,2014,982.00000000,13.400,657.00000,Mass,,,5194.00,0.89,0.88,0.170,[Fe/H],306.7380000
Kepler-480 b,Kepler-480,1,1,Transit,2016,4.91958380,2.780,8.15000,M-R relationship,0.000000,,6322.00,1.34,1.25,0.110,[Fe/H],847.5080000
Kepler-481 b,Kepler-481,1,1,Transit,2016,10.06082567,2.500,6.80000,M-R relationship,0.000000,,5802.00,1.09,1.01,0.030,[Fe/H],813.7240000
Kepler-482 b,Kepler-482,1,1,Transit,2016,56.35418576,2.360,6.17000,M-R relationship,0.000000,,4871.00,0.72,0.75,-0.130,[Fe/H],313.0680000
Kepler-483 b,Kepler-483,1,1,Transit,2016,30.22910400,3.210,10.40000,M-R relationship,0.000000,,6346.00,1.47,1.28,0.090,[Fe/H],860.3550000
Kepler-484 b,Kepler-484,1,1,Transit,2016,10.04556931,2.280,5.82000,M-R relationship,0.000000,,5668.00,0.87,0.96,-0.100,[Fe/H],382.1360000
Kepler-485 b,Kepler-485,1,1,Transit,2016,3.24325980,14.410,35500.00000,M-R relationship,0.000000,,5958.00,1.09,1.07,0.040,[Fe/H],1140.9500000
Kepler-486 b,Kepler-486,1,1,Transit,2016,30.36044667,11.000,84.20000,M-R relationship,0.000000,,4926.00,0.75,0.79,-0.040,[Fe/H],436.2570000
Kepler-487 b,Kepler-487,1,3,Transit,2016,15.35876840,11.420,,Msini,0.000000,,5444.00,0.88,0.91,0.000,[Fe/H],872.3430000
Kepler-487 c,Kepler-487,1,3,Transit,2016,38.65199760,2.680,7.65000,M-R relationship,0.000000,,5444.00,0.88,0.91,0.000,[Fe/H],872.3430000
Kepler-487 d,Kepler-487,1,3,Transit,2021,2.41839004,2.775,8.12000,M-R relationship,0.000000,,5422.00,0.89,0.87,0.020,[Fe/H],872.3430000
Kepler-488 b,Kepler-488,1,1,Transit,2016,3.12082923,15.790,39400.00000,M-R relationship,0.000000,,5970.00,1.09,1.07,0.030,[Fe/H],1145.2800000
Kepler-489 b,Kepler-489,1,1,Transit,2016,17.27629612,7.720,46.10000,M-R relationship,0.000000,,5014.00,0.76,0.82,0.000,[Fe/H],369.6450000
Kepler-49 b,Kepler-49,1,4,Transit,2012,7.20379450,2.720,8.00000,Mass,0.000000,M1 V,3974.00,0.53,0.55,0.030,[Fe/H],311.2220000
Kepler-49 c,Kepler-49,1,4,Transit,2012,10.91293430,2.550,5.90000,Mass,0.000000,M1 V,3974.00,0.53,0.55,0.030,[Fe/H],311.2220000
Kepler-49 d,Kepler-49,1,4,Transit,2014,2.57654900,1.600,3.19000,M-R relationship,0.000000,M1 V,4252.00,0.56,0.55,0.030,[Fe/H],311.2220000
Kepler-49 e,Kepler-49,1,4,Transit,2014,18.59610800,1.560,3.05000,M-R relationship,0.000000,M1 V,4252.00,0.56,0.55,0.030,[Fe/H],311.2220000
Kepler-490 b,Kepler-490,1,1,Transit,2016,3.26869515,11.650,,Msini,0.000000,,6045.00,1.12,1.08,-0.020,[Fe/H],1523.0000000
Kepler-491 b,Kepler-491,1,1,Transit,2016,4.22538451,8.920,59.00000,M-R relationship,0.000000,,5582.00,1.03,1.04,0.370,[Fe/H],630.7850000
Kepler-492 b,Kepler-492,1,1,Transit,2016,11.72012266,9.590,66.70000,M-R relationship,0.000000,,5527.00,0.91,0.94,0.070,[Fe/H],587.9100000
Kepler-493 b,Kepler-493,1,1,Transit,2016,3.00387658,15.130,37500.00000,M-R relationship,0.000000,,6457.00,1.54,1.36,0.110,[Fe/H],1745.7700000
Kepler-494 b,Kepler-494,1,1,Transit,2016,8.02511821,7.140,40.40000,M-R relationship,0.000000,,6007.00,1.26,1.10,0.020,[Fe/H],750.1770000
Kepler-495 b,Kepler-495,1,2,Transit,2016,3.41303622,5.230,23.80000,M-R relationship,0.000000,,5346.00,0.83,0.86,-0.070,[Fe/H],658.9240000
Kepler-495 c,Kepler-495,1,2,Transit,2021,5.89660978,1.219,1.98000,M-R relationship,0.000000,,5392.00,1.09,0.89,0.180,[Fe/H],658.9240000
Kepler-496 b,Kepler-496,1,1,Transit,2016,8.30864937,2.320,5.99000,M-R relationship,0.000000,,5293.00,0.82,0.86,-0.030,[Fe/H],605.2740000
Kepler-497 b,Kepler-497,1,1,Transit,2016,3.57320367,6.040,30.40000,M-R relationship,0.000000,,5834.00,1.11,1.09,0.240,[Fe/H],1291.9800000
Kepler-498 b,Kepler-498,1,1,Transit,2016,9.61375356,3.030,9.43000,M-R relationship,0.000000,,5744.00,0.96,0.98,-0.040,[Fe/H],938.8440000
Kepler-499 b,Kepler-499,1,1,Transit,2016,5.63252845,2.170,5.35000,M-R relationship,0.000000,,5312.00,0.83,0.87,0.000,[Fe/H],556.7260000
Kepler-5 b,Kepler-5,1,1,Transit,2009,3.54846570,15.984,670.93913,Mass,0.000000,,6297.00,1.79,1.37,0.040,[Fe/H],899.7770000
Kepler-50 b,Kepler-50,1,2,Transit,2012,7.81254000,1.710,8.90000,Mass,0.000000,,6225.00,1.58,1.24,0.030,[Fe/H],250.1100000
Kepler-50 c,Kepler-50,1,2,Transit,2012,9.37647000,2.170,8.20000,Mass,0.000000,,6225.00,1.58,1.24,0.030,[Fe/H],250.1100000
Kepler-500 b,Kepler-500,1,1,Transit,2016,8.50832440,2.580,7.18000,M-R relationship,0.000000,,5813.00,1.03,1.02,0.030,[Fe/H],807.4800000
Kepler-501 b,Kepler-501,1,2,Transit,2016,5.64067757,4.300,17.10000,M-R relationship,0.000000,,5904.00,1.04,1.03,-0.030,[Fe/H],1125.2400000
Kepler-501 c,Kepler-501,1,2,Transit,2021,3.62276006,1.681,3.47000,M-R relationship,0.000000,,5794.00,1.22,1.03,0.140,[Fe/H],1125.2400000
Kepler-502 b,Kepler-502,1,1,Transit,2016,4.28686431,4.770,20.40000,M-R relationship,0.000000,,6125.00,1.22,1.15,0.050,[Fe/H],1591.0400000
Kepler-504 b,Kepler-504,2,1,Transit,2016,9.54927542,1.590,3.15000,M-R relationship,0.000000,,3519.00,0.33,0.33,-0.310,[Fe/H],99.0688000
Kepler-505 b,Kepler-505,1,1,Transit,2016,27.52197994,2.600,7.27000,M-R relationship,0.000000,,3931.00,0.53,0.55,-0.190,[Fe/H],283.4100000
Kepler-506 b,Kepler-506,1,1,Transit,2016,6.88340550,2.730,7.90000,M-R relationship,0.000000,,6236.00,1.19,1.19,0.090,[Fe/H],228.4390000
Kepler-507 b,Kepler-507,1,1,Transit,2016,3.56809693,1.300,2.24000,M-R relationship,0.000000,,6113.00,1.32,1.16,0.060,[Fe/H],391.6440000
Kepler-508 b,Kepler-508,1,1,Transit,2016,25.30889748,1.640,3.33000,M-R relationship,0.000000,,6025.00,1.25,1.16,0.180,[Fe/H],324.6180000
Kepler-509 b,Kepler-509,1,1,Transit,2016,41.74600392,2.490,6.76000,M-R relationship,0.000000,,6060.00,1.20,1.10,0.010,[Fe/H],332.4430000
Kepler-51 b,Kepler-51,1,3,Transit,2012,45.15400000,7.100,2.10000,Mass,0.040000,,6018.00,0.94,1.04,0.050,[M/H],783.8310000
Kepler-51 c,Kepler-51,1,3,Transit,2012,85.31200000,9.000,4.00000,Mass,0.014000,,6018.00,0.94,1.04,0.050,[M/H],783.8310000
Kepler-51 d,Kepler-51,1,3,Transit,2014,130.19400000,9.700,7.60000,Mass,0.008000,,6018.00,0.94,1.04,0.050,[M/H],783.8310000
Kepler-510 b,Kepler-510,1,1,Transit,2016,19.55659418,2.470,6.66000,M-R relationship,0.000000,,5746.00,1.41,0.91,-0.350,[Fe/H],386.1770000
Kepler-511 b,Kepler-511,1,2,Transit,2016,296.63786500,6.350,33.10000,M-R relationship,0.000000,,5770.00,1.20,1.00,0.010,[Fe/H],651.9990000
Kepler-511 c,Kepler-511,1,2,Transit,2021,26.62949944,4.210,16.50000,M-R relationship,0.000000,,5866.00,1.42,0.96,-0.200,[Fe/H],651.9990000
Kepler-512 b,Kepler-512,1,1,Transit,2016,34.43587975,2.690,7.70000,M-R relationship,0.000000,,5997.00,1.30,1.17,0.220,[Fe/H],467.3750000
Kepler-513 b,Kepler-513,1,1,Transit,2016,28.86235584,2.200,5.48000,M-R relationship,0.000000,,5849.00,1.06,1.02,-0.010,[Fe/H],468.2580000
Kepler-514 b,Kepler-514,2,1,Transit,2016,5.65179605,1.720,3.61000,M-R relationship,0.000000,,6106.00,1.44,1.28,0.360,[Fe/H],455.3360000
Kepler-515 b,Kepler-515,2,1,Transit,2016,19.96371318,1.460,2.73000,M-R relationship,0.000000,,5293.00,0.83,0.90,0.080,[Fe/H],255.0000000
Kepler-516 b,Kepler-516,1,1,Transit,2016,24.85462415,5.740,27.90000,M-R relationship,0.000000,,7099.00,2.02,1.62,0.010,[Fe/H],687.0940000
Kepler-517 b,Kepler-517,2,1,Transit,2016,60.92832271,2.670,7.61000,M-R relationship,0.000000,,5690.00,0.98,0.95,-0.060,[Fe/H],289.9070000
Kepler-518 b,Kepler-518,1,1,Transit,2016,8.51203588,2.110,5.10000,M-R relationship,0.000000,,5842.00,0.88,0.96,-0.230,[Fe/H],337.9010000
Kepler-519 b,Kepler-519,2,1,Transit,2016,24.30789460,2.100,5.06000,M-R relationship,0.000000,,5260.00,0.80,0.89,0.010,[Fe/H],246.6100000
Kepler-52 b,Kepler-52,1,3,Transit,2012,7.87735650,2.100,135.00000,Mass,0.000000,M0 V,4075.00,0.52,0.54,0.000,[Fe/H],321.5420000
Kepler-52 c,Kepler-52,1,3,Transit,2012,16.38500210,1.840,45.40000,Mass,0.000000,M0 V,4075.00,0.52,0.54,0.000,[Fe/H],321.5420000
Kepler-52 d,Kepler-52,1,3,Transit,2014,36.44517100,1.950,4.46000,M-R relationship,0.000000,M0 V,4263.00,0.56,0.58,0.000,[Fe/H],321.5420000
Kepler-520 b,Kepler-520,1,2,Transit,2016,19.67416124,1.660,3.39000,M-R relationship,0.000000,,6112.00,1.09,1.10,-0.030,[Fe/H],623.9010000
Kepler-520 c,Kepler-520,1,2,Transit,2016,5.21104261,1.070,1.24000,M-R relationship,0.000000,,6112.00,1.09,1.10,-0.030,[Fe/H],623.9010000
Kepler-521 b,Kepler-521,1,1,Transit,2016,22.20813214,3.180,10.20000,M-R relationship,0.000000,,6406.00,1.46,1.34,0.250,[Fe/H],830.6380000
Kepler-522 b,Kepler-522,1,1,Transit,2016,38.58422849,6.910,38.20000,M-R relationship,0.000000,,6392.00,1.98,1.54,0.410,[Fe/H],639.2390000
Kepler-523 b,Kepler-523,1,1,Transit,2016,5.83598311,1.960,4.50000,M-R relationship,0.000000,,5515.00,0.86,0.93,-0.030,[Fe/H],253.2950000
Kepler-524 b,Kepler-524,1,2,Transit,2016,7.97419807,1.910,4.31000,M-R relationship,0.000000,,6014.00,1.10,1.09,0.020,[Fe/H],1058.2400000
Kepler-524 c,Kepler-524,1,2,Transit,2016,1.88897906,0.960,0.84000,M-R relationship,0.000000,,6014.00,1.10,1.09,0.020,[Fe/H],1058.2400000
Kepler-525 b,Kepler-525,1,1,Transit,2016,18.68404933,2.630,7.41000,M-R relationship,0.000000,,5573.00,1.15,0.95,0.110,[Fe/H],992.8520000
Kepler-526 b,Kepler-526,1,1,Transit,2016,5.45849832,1.990,4.62000,M-R relationship,0.000000,,5894.00,1.14,1.15,0.340,[Fe/H],666.1460000
Kepler-527 b,Kepler-527,1,1,Transit,2016,13.28535633,2.840,8.45000,M-R relationship,0.000000,,6388.00,1.45,1.28,0.030,[Fe/H],750.0400000
Kepler-528 b,Kepler-528,1,1,Transit,2016,19.78297415,2.080,4.98000,M-R relationship,0.000000,,5807.00,1.06,1.01,0.020,[Fe/H],784.2300000
Kepler-529 b,Kepler-529,1,3,Transit,2016,1.98035766,1.860,4.12000,M-R relationship,0.000000,,6087.00,1.14,1.07,-0.100,[Fe/H],799.0080000
Kepler-529 c,Kepler-529,1,3,Transit,2016,12.83450220,2.000,4.66000,M-R relationship,0.000000,,6087.00,1.14,1.07,-0.100,[Fe/H],799.0080000
Kepler-529 d,Kepler-529,1,3,Transit,2021,35.86619949,2.795,8.22000,M-R relationship,0.000000,,6078.00,1.19,1.00,-0.160,[Fe/H],799.0080000
Kepler-53 b,Kepler-53,1,3,Transit,2012,18.64895250,2.890,111.00000,Mass,0.000000,,5858.00,0.89,0.98,0.160,[Fe/H],1366.0700000
Kepler-53 c,Kepler-53,1,3,Transit,2012,38.55830380,3.170,36.00000,Mass,0.000000,,5858.00,0.89,0.98,0.160,[Fe/H],1366.0700000
Kepler-53 d,Kepler-53,1,3,Transit,2014,9.75196200,2.120,5.14000,M-R relationship,0.000000,,6085.00,0.96,0.98,0.160,[Fe/H],1366.0700000
Kepler-530 b,Kepler-530,2,1,Transit,2016,39.30941904,3.010,9.32000,M-R relationship,0.000000,,5697.00,0.89,0.97,-0.080,[Fe/H],457.7090000
Kepler-531 b,Kepler-531,1,1,Transit,2016,29.88485741,2.780,8.15000,M-R relationship,0.000000,,4893.00,0.75,0.78,-0.030,[Fe/H],252.7620000
Kepler-532 b,Kepler-532,1,1,Transit,2016,12.92491623,2.570,7.13000,M-R relationship,0.000000,,5192.00,0.79,0.87,0.000,[Fe/H],312.7980000
Kepler-533 b,Kepler-533,1,1,Transit,2016,28.51120525,3.380,11.40000,M-R relationship,0.000000,,4758.00,0.72,0.78,0.010,[Fe/H],302.9550000
Kepler-534 b,Kepler-534,1,2,Transit,2016,15.95994513,2.240,5.65000,M-R relationship,0.000000,,5884.00,0.98,1.05,0.010,[Fe/H],570.6590000
Kepler-534 c,Kepler-534,1,2,Transit,2021,7.37868977,1.227,2.02000,M-R relationship,0.000000,,5936.00,0.96,1.07,0.070,[Fe/H],570.6590000
Kepler-535 b,Kepler-535,1,1,Transit,2016,4.90332155,2.360,6.17000,M-R relationship,0.000000,,6123.00,1.27,1.18,0.130,[Fe/H],685.5990000
Kepler-536 b,Kepler-536,1,1,Transit,2016,1.82708230,3.100,9.80000,M-R relationship,0.000000,,5524.00,0.89,0.92,0.000,[Fe/H],462.3220000
Kepler-537 b,Kepler-537,1,1,Transit,2016,3.24755522,1.410,2.57000,M-R relationship,0.000000,,5763.00,0.99,1.07,0.230,[Fe/H],439.4000000
Kepler-538 b,Kepler-538,2,1,Transit,2016,81.73778000,2.215,10.60000,Mass,0.041000,,5547.00,0.87,0.89,-0.030,[m/H],155.9560000
Kepler-539 b,Kepler-539,1,2,Transit,2016,125.63243000,8.373,308.29510,Mass,0.390000,G2 V,5820.00,0.95,1.05,-0.010,[Fe/H],307.3180000
Kepler-539 c,Kepler-539,1,2,Transit Timing Variations,2016,1000.00000000,13.300,762.79200,Mass,0.500000,G2 V,5820.00,0.95,1.05,-0.010,[Fe/H],307.3180000
Kepler-54 b,Kepler-54,1,3,Transit,2012,8.01094340,2.100,21.50000,Mass,0.000000,M1 V,3705.00,0.50,0.51,-0.270,[Fe/H],271.7010000
Kepler-54 c,Kepler-54,1,3,Transit,2012,12.07172490,1.230,19.80000,Mass,0.000000,M1 V,3705.00,0.50,0.51,-0.270,[Fe/H],271.7010000
Kepler-54 d,Kepler-54,1,3,Transit,2014,20.99569400,1.530,2.96000,M-R relationship,0.000000,M1 V,4252.00,0.55,0.52,-0.270,[Fe/H],271.7010000
Kepler-540 b,Kepler-540,1,1,Transit,2016,172.70497840,2.710,7.80000,M-R relationship,0.000000,,5946.00,1.08,1.02,-0.100,[Fe/H],390.3740000
Kepler-541 b,Kepler-541,1,1,Transit,2016,5.08005848,3.360,11.20000,M-R relationship,0.000000,,6166.00,2.06,1.41,0.070,[Fe/H],1060.6800000
Kepler-542 b,Kepler-542,1,1,Transit,2016,13.14497566,1.570,3.09000,M-R relationship,0.000000,,5526.00,0.90,0.93,0.020,[Fe/H],436.0160000
Kepler-543 b,Kepler-543,1,1,Transit,2016,13.89961966,2.500,6.80000,M-R relationship,0.000000,,4671.00,0.67,0.70,-0.190,[Fe/H],221.8020000
Kepler-544 b,Kepler-544,1,1,Transit,2016,21.41616926,2.120,5.14000,M-R relationship,0.000000,,6206.00,1.22,1.16,0.020,[Fe/H],963.1800000
Kepler-545 b,Kepler-545,1,1,Transit,2016,13.24934059,2.690,7.70000,M-R relationship,0.000000,,5882.00,1.07,1.04,0.030,[Fe/H],818.0010000
Kepler-546 b,Kepler-546,1,1,Transit,2016,4.14702026,7.000,39.10000,M-R relationship,0.000000,,5967.00,1.15,1.11,0.140,[Fe/H],1019.6500000
Kepler-547 b,Kepler-547,1,1,Transit,2016,6.01038429,4.000,15.10000,M-R relationship,0.000000,,4828.00,0.73,0.78,0.010,[Fe/H],378.9720000
Kepler-548 b,Kepler-548,1,1,Transit,2016,4.45419434,11.990,,Msini,0.000000,,5535.00,0.90,0.93,0.000,[Fe/H],751.7760000
Kepler-549 b,Kepler-549,1,2,Transit,2016,42.94956490,2.570,11.00000,Mass,0.000000,,5360.00,0.84,0.88,-0.030,[Fe/H],635.1450000
Kepler-549 c,Kepler-549,1,2,Transit,2016,117.04049800,2.930,8.91000,M-R relationship,0.000000,,5360.00,0.84,0.88,-0.030,[Fe/H],635.1450000
Kepler-55 b,Kepler-55,1,5,Transit,2012,27.94814490,2.430,43.00000,Mass,0.000000,,4362.00,0.58,0.62,-0.010,[Fe/H],578.7960000
Kepler-55 c,Kepler-55,1,5,Transit,2012,42.15164180,2.210,69.80000,Mass,0.000000,,4362.00,0.58,0.62,-0.010,[Fe/H],578.7960000
Kepler-55 d,Kepler-55,1,5,Transit,2014,2.21109900,1.590,3.15000,M-R relationship,0.000000,,4503.00,0.62,0.63,-0.010,[Fe/H],578.7960000
Kepler-55 e,Kepler-55,1,5,Transit,2014,4.61753400,1.550,3.02000,M-R relationship,0.000000,,4503.00,0.62,0.63,-0.010,[Fe/H],578.7960000
Kepler-55 f,Kepler-55,1,5,Transit,2014,10.19854500,1.590,3.15000,M-R relationship,0.000000,,4503.00,0.62,0.63,-0.010,[Fe/H],578.7960000
Kepler-550 b,Kepler-550,1,1,Transit,2016,8.60010411,4.420,17.90000,M-R relationship,0.000000,,5322.00,0.83,0.87,-0.020,[Fe/H],531.9440000
Kepler-551 b,Kepler-551,1,1,Transit,2016,12.37646610,2.730,7.90000,M-R relationship,0.000000,,4286.00,0.63,0.65,-0.090,[Fe/H],311.1750000
Kepler-552 b,Kepler-552,1,1,Transit,2016,5.26341577,3.950,14.80000,M-R relationship,0.000000,,5863.00,1.04,1.03,0.010,[Fe/H],843.6890000
Kepler-553 b,Kepler-553,1,2,Transit,2016,4.03046804,4.630,19.40000,M-R relationship,0.000000,,5266.00,0.85,0.92,0.210,[Fe/H],728.5250000
Kepler-553 c,Kepler-553,1,2,Transit,2016,328.23995460,11.200,,Msini,0.000000,,5266.00,0.85,0.92,0.210,[Fe/H],728.5250000
Kepler-554 b,Kepler-554,1,1,Transit,2016,1.90220856,4.290,17.00000,M-R relationship,0.000000,,5447.00,0.92,0.93,0.140,[Fe/H],690.5250000
Kepler-555 b,Kepler-555,1,1,Transit,2016,16.21775407,2.830,8.40000,M-R relationship,0.000000,,5894.00,1.04,1.03,0.000,[Fe/H],973.1210000
Kepler-556 b,Kepler-556,1,1,Transit,2016,11.72292176,2.240,5.65000,M-R relationship,0.000000,,5740.00,0.98,1.00,0.030,[Fe/H],674.5980000
Kepler-557 b,Kepler-557,1,1,Transit,2016,3.70598955,2.670,7.61000,M-R relationship,0.000000,,6068.00,1.16,1.11,0.020,[Fe/H],2097.1200000
Kepler-558 b,Kepler-558,1,1,Transit,2016,29.00790538,2.370,6.21000,M-R relationship,0.000000,,5242.00,0.81,0.85,-0.060,[Fe/H],661.8760000
Kepler-559 b,Kepler-559,1,1,Transit,2016,17.58752333,3.610,12.70000,M-R relationship,0.000000,,5630.00,0.95,0.96,0.030,[Fe/H],776.7080000
Kepler-56 b,Kepler-56,1,3,Transit,2012,10.50160000,6.510,22.10000,Mass,0.040000,,4840.00,4.23,1.32,0.200,[Fe/H],912.9940000
Kepler-56 c,Kepler-56,1,3,Transit,2012,21.40239000,9.800,181.00000,Mass,0.000000,,4840.00,4.23,1.32,0.200,[Fe/H],912.9940000
Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,1002.00000000,12.800,1784.00000,Msini,0.200000,,4819.44,4.22,1.29,0.363,[M/H],912.9940000
Kepler-560 b,Kepler-560,2,1,Transit,2016,18.47764449,1.720,3.61000,M-R relationship,0.170000,,3556.00,0.33,0.34,-0.390,[Fe/H],109.3080000
Kepler-561 b,Kepler-561,1,2,Transit,2016,58.36204950,6.960,38.70000,M-R relationship,0.000000,,5646.00,0.94,0.96,0.020,[Fe/H],621.3780000
Kepler-561 c,Kepler-561,1,2,Transit,2016,5.35016198,2.680,7.65000,M-R relationship,0.000000,,5646.00,0.94,0.96,0.020,[Fe/H],621.3780000
Kepler-562 b,Kepler-562,1,1,Transit,2016,18.00931444,5.210,23.70000,M-R relationship,0.000000,,5575.00,0.90,0.93,-0.040,[Fe/H],992.7690000
Kepler-563 b,Kepler-563,1,1,Transit,2016,22.18432708,3.090,9.75000,M-R relationship,0.000000,,5066.00,0.77,0.80,-0.080,[Fe/H],565.2070000
Kepler-564 b,Kepler-564,1,1,Transit,2016,3.75083228,4.630,19.40000,M-R relationship,0.000000,,5626.00,0.92,0.95,-0.010,[Fe/H],863.0370000
Kepler-565 b,Kepler-565,1,1,Transit,2016,4.24374723,3.640,12.90000,M-R relationship,0.000000,,5735.00,0.95,0.98,-0.020,[Fe/H],1041.0000000
Kepler-566 b,Kepler-566,1,1,Transit,2016,18.42794624,2.150,5.27000,M-R relationship,0.000000,,5132.00,0.79,0.83,-0.010,[Fe/H],564.2770000
Kepler-567 b,Kepler-567,1,1,Transit,2016,16.54297375,2.250,5.69000,M-R relationship,0.000000,,5148.00,0.79,0.84,0.000,[Fe/H],558.8100000
Kepler-568 b,Kepler-568,1,1,Transit,2016,11.02347475,2.260,5.73000,M-R relationship,0.000000,,3768.00,0.53,0.55,0.110,[Fe/H],130.6450000
Kepler-569 b,Kepler-569,1,1,Transit,2016,34.18890521,3.160,10.10000,M-R relationship,0.000000,,5616.00,0.93,0.95,0.010,[Fe/H],638.3010000
Kepler-57 b,Kepler-57,1,2,Transit,2012,5.72931960,2.190,115.00000,Mass,0.000000,,5145.00,0.73,0.83,0.117,[M/H],644.1400000
